playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,minutesPlayed,possessions,oEfficiency,pointsPlayed,oPointsPlayed,dPointsPlayed
bkittredg,Beau Kittredge,31,188,71,117,188,741,92.39,85,54,1,6,60,1,8,0,0,0,0,,826,1007,49.95,867,503,364
bfein,Brandon Fein,77,132,39,93,177,530,93.64,37,30,0,8,83,2,669,2074,1532,542,4,50.00,1473,1244,39.55,1534,415,1119
klaurence,Keenan Laurence,43,188,90,98,176,537,92.11,50,38,0,8,34,0,0,11281,3820,7461,34,66.67,900,1000,50.00,942,719,223
mcrawford,Matthew Crawford,76,193,107,86,163,997,92.74,81,69,1,7,46,0,99,3058,1911,1147,11,64.71,1344,1310,46.41,1448,601,847
jstearns,Jackson Stearns,51,244,97,147,156,781,87.36,103,98,2,21,31,0,8,951,303,648,2,66.67,1215,1511,49.24,1304,1000,304
jnorden,Justin Norden,70,329,261,68,149,2957,92.70,203,192,2,10,22,0,8,9839,7441,2398,28,59.57,1645,1999,49.62,1700,1307,393
msanchez,Marcelo Sanchez,43,179,92,87,143,767,92.41,91,58,4,15,37,0,2,1262,623,639,5,71.43,1033,1303,51.04,1075,812,263
shiggins,Simon Higgins,25,154,57,97,140,350,90.67,53,29,0,7,22,0,22,0,0,0,0,,589,782,53.32,627,466,161
schang,Steven Chang,59,198,105,93,132,1933,95.55,120,71,1,10,15,0,3,2198,1572,626,5,71.43,1324,1748,51.03,1398,1209,189
efalat,Ethan Falat,50,136,68,68,127,620,91.31,49,51,1,12,54,0,4,0,0,0,0,,878,884,43.89,968,371,597
sham,Sean Ham,25,129,21,108,125,268,96.75,33,9,0,4,9,0,1,0,0,0,0,,485,641,52.89,530,389,141
searley,Shane Earley,35,129,32,97,109,266,90.17,30,24,0,5,9,0,0,2414,648,1766,3,75.00,667,814,51.84,684,626,58
kvanarsda,Kelly Van Arsdale,29,114,56,58,97,301,88.27,38,38,2,6,27,0,17,0,0,0,0,,533,626,46.01,611,313,298
amoore,Andrew Moore,39,87,27,60,95,264,91.03,26,23,3,8,39,0,0,2612,819,1793,3,75.00,689,660,39.55,721,254,467
ccao,Chuck Cao,40,157,129,28,93,1628,95.32,89,69,4,8,13,0,5,0,0,0,0,,946,1253,52.19,1022,824,198
clung,Chris Lung,28,115,85,30,81,712,91.28,43,57,0,1,24,0,19,10334,6707,3627,37,53.62,605,674,53.12,615,474,141
gcohen,Greg Cohen,20,70,25,45,78,130,90.91,13,13,0,2,23,0,114,0,0,0,0,,420,397,43.32,391,106,285
szaccaro,Sonny Zaccaro,51,119,86,33,78,1335,94.55,97,65,3,5,29,0,8,0,0,0,0,,1029,1219,49.55,1113,652,461
ajoye,Ashlin Joye,24,126,101,25,71,989,92.60,68,71,5,7,23,0,18,0,0,0,0,,657,845,51.95,657,480,177
ebrydon,Evan Brydon,25,79,21,58,66,281,90.65,39,26,0,5,18,0,34,0,0,0,0,,468,575,49.04,514,336,178
mwilliams,Max Williams,32,80,17,63,66,215,93.48,32,12,0,12,10,0,0,5104,875,4229,2,100.00,649,650,53.38,649,444,205
gmay,Gavin May,20,51,12,39,58,162,94.74,19,6,0,2,15,0,0,3118,561,2557,1,100.00,417,317,49.21,401,169,232
wfrankenb,Walker Frankenberg,12,65,23,42,57,291,95.72,29,9,0,1,2,0,0,4758,1825,2933,3,60.00,269,337,53.71,270,261,9
emagsig,Evan  Magsig,30,86,61,25,55,795,94.19,51,41,1,4,14,0,56,7499,5128,2371,9,47.37,637,572,49.65,584,339,245
melbogen,Mark Elbogen,11,63,17,46,54,118,86.76,16,17,0,1,9,0,1,0,0,0,0,,223,319,53.61,238,184,54
ksmith1,Kevin Smith,46,140,119,21,53,907,87.63,61,111,0,4,28,0,73,0,0,0,0,,955,1171,47.48,1024,586,438
tbacon,Tyler Bacon,13,57,23,34,50,168,93.85,13,11,1,2,6,0,2,0,0,0,0,,247,324,50.93,257,154,103
aberry,Andrew Berry,17,70,35,35,48,180,88.24,26,21,0,3,2,0,0,0,0,0,0,,256,382,52.88,306,273,33
mthahir,Munis Thahir,27,55,19,36,48,186,94.42,14,9,0,9,11,0,1,1939,420,1519,1,50.00,522,478,47.07,505,276,229
lgivol,Lior Givol,15,55,28,27,46,207,91.59,28,15,1,1,7,0,0,0,0,0,0,,310,320,48.75,331,196,135
zsabin,Zach Sabin,12,56,24,32,46,160,91.43,19,14,0,5,9,0,2,0,0,0,0,,241,343,49.85,267,209,58
wberreman,Wyatt Berreman,25,30,15,15,43,120,92.31,10,10,1,2,25,0,36,2016,650,1366,3,100.00,471,254,46.46,442,11,431
jkerr,Jordan Kerr,11,52,25,27,42,289,92.63,21,18,0,5,13,0,0,4890,2868,2022,13,92.86,278,322,49.07,280,242,38
cjohnson1,Christian Johnson,11,58,29,29,41,204,90.27,29,21,0,4,8,0,0,0,0,0,0,,244,334,50.90,278,190,88
mnatali,Matthew Natali,24,34,14,20,39,91,91.92,10,7,0,0,12,0,3,0,0,0,0,,305,291,45.70,355,20,335
ekerns,Eli Kerns,11,51,29,22,38,163,91.06,9,14,3,2,3,0,16,0,0,0,0,,229,253,47.83,226,132,94
kcocks,Kevin Cocks,26,47,22,25,38,148,89.16,14,17,1,4,12,0,0,0,0,0,0,,418,377,43.50,460,71,389
kgibson,Kurt Gibson,12,60,42,18,38,338,90.62,27,32,0,3,13,0,53,0,0,0,0,,302,341,47.51,301,137,164
mjaffe,Matt Jaffe,40,45,25,20,36,363,93.32,24,24,1,5,20,0,318,0,0,0,0,,699,603,37.98,792,100,692
mkiyoi,Michael Kiyoi,13,33,14,19,32,96,91.43,15,9,0,2,10,0,0,0,0,0,0,,205,182,52.20,217,29,188
tadams,Tommy Adams,35,26,6,20,30,94,94.00,14,6,0,5,15,0,0,0,0,0,0,,411,330,38.79,473,66,407
jsilverma,Jeffrey Silverman,12,17,7,10,29,55,94.83,8,1,0,1,14,0,0,0,0,0,0,,195,157,45.22,214,12,202
rvickersb,Robin Vickers Batzdorf,24,28,11,17,29,337,95.20,25,14,1,1,16,0,70,2518,1503,1015,5,71.43,466,295,48.14,408,85,323
vvitiello,Vincenzo Vitiello,12,34,13,21,29,184,92.00,25,13,1,2,10,0,1,0,0,0,0,,281,390,48.97,311,257,54
bpetersen,Brett Petersen,29,29,8,21,28,134,84.28,25,22,0,1,22,0,5,0,0,0,0,,386,334,44.31,408,34,374
rwynne,Russell Wynne,10,23,9,14,28,172,93.99,10,10,0,0,15,0,67,0,0,0,0,,237,220,36.36,206,66,140
ktien,Kevin Tien,16,19,8,11,25,60,86.96,8,8,0,1,15,0,70,685,185,500,1,33.33,243,152,44.74,269,35,234
danderson,Devon Anderson,4,20,7,13,24,38,97.44,7,1,0,0,5,0,0,0,0,0,0,,62,90,60.00,70,50,20
mhecht,Mac Hecht,10,52,44,8,23,502,92.45,40,32,1,1,4,0,0,6115,4626,1489,21,61.76,228,298,56.04,243,241,2
msommer,Morgan Sommer,22,39,12,27,23,177,92.19,24,14,0,5,3,0,0,3945,1420,2525,3,37.50,416,408,50.00,389,268,121
sthompson,Sawyer Thompson,9,38,22,16,23,124,86.11,12,18,0,3,6,0,8,3156,1121,2035,12,63.16,211,238,46.22,202,161,41
tgilligan,Tim Gilligan,9,33,15,18,22,124,89.21,13,15,0,1,5,0,93,0,0,0,0,,199,215,49.77,206,74,132
amorris,Alexander Morris,18,21,7,14,21,79,92.94,10,4,0,3,7,0,6,0,0,0,0,,205,179,42.46,238,69,169
asurmani,Alec Surmani,13,32,11,21,21,154,91.12,7,15,1,0,4,0,3,0,0,0,0,,218,289,48.44,246,164,82
eboucher,Evan Boucher,7,26,15,11,21,142,97.26,12,3,0,2,0,0,0,0,0,0,0,,122,164,59.15,137,126,11
jthompson,Joe Thompson,14,31,11,20,21,87,87.00,10,12,0,1,3,0,2,48,19,29,0,,160,190,48.95,182,110,72
fchialvo,Federico Chialvo,10,28,14,14,20,65,85.53,8,9,0,4,5,0,90,0,0,0,0,,183,178,47.19,202,37,165
mbecich,Mike Becich,6,20,2,18,20,18,85.71,4,3,0,1,4,0,0,0,0,0,0,,94,86,53.49,122,46,76
sreinhard,Seth Reinhardt,13,22,6,16,20,72,93.51,5,5,0,1,4,0,0,0,0,0,0,,172,199,47.24,198,100,98
kaha,Kevin Aha,5,20,5,15,19,26,92.86,8,2,0,0,1,0,0,0,0,0,0,,62,105,61.90,84,59,25
nhirning,Nicholas Hirning,10,11,8,3,19,48,90.57,3,4,0,0,12,0,1,0,0,0,0,,130,84,41.67,143,13,130
pxu,Patrick Xu,13,11,1,10,18,33,97.06,2,1,1,0,8,0,0,835,186,649,0,,195,102,38.24,177,0,177
radkins,Raekwon Adkins,9,26,8,18,18,63,85.14,3,11,0,3,6,0,0,1270,155,1115,1,20.00,182,203,50.74,172,132,40
jmiller,Jacob Miller,10,14,2,12,17,36,94.74,5,2,0,3,8,0,0,856,149,707,0,,179,108,53.70,158,15,143
nmurphy,Nick Murphy,10,21,6,15,17,62,92.54,7,4,0,1,1,0,0,0,0,0,0,,135,195,45.64,141,121,20
rshephard,Ryan Shephard,13,13,5,8,17,47,94.00,2,3,0,1,8,0,0,857,231,626,1,33.33,186,109,44.04,167,18,149
tgrant,Tyler Grant,13,24,15,9,17,88,84.62,12,15,0,1,9,0,137,0,0,0,0,,201,205,41.95,254,53,201
asmith,Andy Smith,18,21,12,9,16,243,94.55,15,11,0,2,8,0,2,0,0,0,0,,309,287,36.24,316,98,218
bsokolows,Benjamin Sokolowsky,18,26,10,16,16,358,96.50,23,11,0,1,2,0,19,2685,1984,701,3,75.00,336,343,50.73,312,232,80
dclyburn,Dexter Clyburn,8,36,19,17,16,192,91.00,17,16,0,10,6,0,0,3480,1454,2026,10,76.92,190,225,52.00,195,167,28
jthorne,Jake Thorne,8,15,6,9,16,81,94.19,5,4,0,2,7,0,0,1276,585,691,1,100.00,156,104,48.08,135,20,115
adavis2,Antoine Davis,11,42,22,20,15,215,87.40,23,26,0,7,6,1,2,0,0,0,0,,294,328,49.70,302,239,63
crasmusse,Cassidy Rasmussen,12,40,18,22,15,411,92.36,42,29,0,2,6,0,20,0,0,0,0,,326,391,47.57,329,226,103
mburke1,Matthew Burke,19,17,6,11,15,97,95.10,9,5,0,2,5,1,3,1219,474,745,1,50.00,336,176,48.86,302,3,299
mlin,Mark Lin,12,36,24,12,15,238,88.48,20,26,0,3,8,0,6,959,666,293,7,63.64,237,295,46.78,235,187,48
nwhite,Nathan White,12,17,14,3,15,118,92.91,14,7,2,0,5,1,62,0,0,0,0,,214,182,49.45,232,30,202
jgreenber1,Jacob Greenberg,5,11,1,10,14,29,93.55,2,2,0,1,6,0,1,0,0,0,0,,90,80,45.00,91,47,44
jmarcy,Jordan Marcy,15,23,18,5,14,368,95.34,22,13,1,1,5,0,2,0,0,0,0,,327,365,47.12,291,165,126
blevinsky,Ben Levinsky,22,12,5,7,13,89,89.00,8,9,0,3,13,0,6,506,167,339,1,33.33,304,217,45.62,326,48,278
dkim,Drew Kim,10,20,14,6,13,135,93.10,12,8,0,0,1,0,0,0,0,0,0,,138,204,55.39,168,145,23
dnice,Dylan Nice,9,13,4,9,13,33,91.67,6,3,0,2,5,0,0,693,155,538,0,,132,71,50.70,130,7,123
jbruner,Jace Bruner,4,8,0,8,13,11,100.00,1,0,0,0,5,0,0,382,8,374,0,,51,30,56.67,41,0,41
jgreenber,Jon Greenberg,12,21,20,1,12,163,91.57,4,13,0,1,5,0,2,0,0,0,0,,219,193,40.41,212,44,168
lyoung,Lucas Young,12,23,12,11,12,325,94.75,19,12,0,1,2,0,0,0,0,0,0,,275,377,49.07,291,256,35
mphilipso,Mark Philipson,9,12,6,6,12,269,98.53,13,2,0,3,5,0,1,0,0,0,0,,190,193,44.56,198,122,76
skunz,Sam Kunz,2,4,2,2,12,16,88.89,0,1,0,0,9,0,0,0,0,0,0,,32,28,46.43,33,3,30
cbauman,Conor Bauman,15,16,10,6,11,143,91.08,8,10,0,2,7,0,81,1106,882,224,3,42.86,246,141,46.81,222,16,206
jkharrazi,Jeremy Kharrazi,22,21,14,7,10,173,90.58,11,16,0,2,7,0,54,0,0,0,0,,336,278,32.01,364,37,327
jmort,Josiah Mort,11,8,1,7,10,28,84.85,7,5,0,1,8,0,4,0,0,0,0,,143,125,40.00,175,33,142
ksmith,Kyle Smith,3,8,5,3,10,14,87.50,3,2,0,0,4,0,1,0,0,0,0,,41,41,43.90,55,14,41
kterriere,Kyle Terriere,12,4,1,3,10,25,83.33,6,4,0,0,10,0,0,0,0,0,0,,120,102,38.24,162,18,144
tcondit,Tyler Condit,11,11,7,4,10,22,81.48,1,4,0,0,3,0,29,0,0,0,0,,122,116,31.90,146,30,116
ksugioka,Kohji Sugioka,11,9,4,5,9,32,94.12,3,2,1,5,7,0,0,0,0,0,0,,127,97,32.99,135,11,124
rmendoza,Ray Mendoza,10,6,2,4,9,32,86.49,3,5,0,1,9,0,0,461,184,277,0,0.00,169,78,53.85,163,0,163
sroeder,Scott Roeder,13,29,20,9,9,223,91.39,22,18,0,4,2,0,0,0,0,0,0,,209,346,57.23,256,228,28
jbergen,John Bergen,9,9,3,6,8,36,92.31,5,3,0,0,2,0,4,0,0,0,0,,116,100,54.00,132,14,118
mbarcello,Matt Barcellos,3,8,7,1,8,45,95.74,2,2,0,0,2,0,0,536,234,302,1,33.33,66,41,53.66,59,14,45
sadamson,Sam Adamson,8,9,3,6,8,26,96.30,3,1,0,2,2,0,0,0,0,0,0,,98,76,40.79,116,21,95
snewlin,Sean Newlin,7,6,4,2,8,33,82.50,5,7,0,0,9,0,0,0,0,0,0,,97,95,33.68,95,32,63
apaulus,Ashton Paulus,6,6,3,3,7,33,94.29,2,2,0,1,4,0,1,723,194,529,1,50.00,94,66,51.52,95,24,71
apien,Alex Pien,16,17,8,9,7,73,82.02,5,15,0,0,5,0,14,1070,681,389,5,62.50,211,109,40.37,193,0,193
kkhangaon,Kushal Khangaonkar,4,9,6,3,7,32,86.49,3,4,0,0,2,0,0,367,41,326,0,0.00,84,57,43.86,64,11,53
mdirda,Mike Dirda,11,9,1,8,7,19,82.61,1,4,0,2,4,0,0,0,0,0,0,,124,99,34.34,145,13,132
nbosscher,Nate Bosscher,7,6,4,2,7,28,87.50,3,4,0,0,5,0,81,0,0,0,0,,110,80,47.50,116,4,112
ryeagle,Robert Yeagle,13,25,9,16,7,101,88.60,10,12,0,9,3,0,0,1505,218,1287,2,40.00,188,228,50.44,201,144,57
dburns,Dylan Burns,3,7,3,4,6,21,87.50,1,1,0,1,1,0,0,413,176,237,0,0.00,52,37,48.65,42,6,36
dhammer,David Hammer,12,10,6,4,6,49,90.74,5,5,0,3,4,0,2,0,0,0,0,,132,110,36.36,150,7,143
eyanosik,Ed Yanosik,8,5,2,3,6,36,100.00,5,0,0,0,1,0,0,0,0,0,0,,88,73,47.95,111,10,101
ldillow,Lucas Dillow,10,11,5,6,6,36,85.71,3,6,0,1,2,0,2,0,0,0,0,,120,92,38.04,140,7,133
pchang,Phil Chang,19,9,6,3,6,81,89.01,6,8,1,0,5,0,4,752,408,344,1,50.00,261,147,43.54,237,14,223
tpage,Thomas Page,11,9,4,5,6,47,88.68,5,6,0,0,3,0,0,774,271,503,2,66.67,197,126,42.06,156,42,114
aweitzman,Ari Weitzman,2,6,1,5,5,11,91.67,0,1,0,0,0,0,12,0,0,0,0,,38,35,28.57,38,8,30
broach,Brian Roach,15,9,5,4,5,34,85.00,4,6,0,1,3,0,19,0,0,0,0,,146,98,41.84,167,20,147
cgrant,Colin Grant,9,7,3,4,5,33,97.06,7,1,0,4,3,0,1,606,157,449,1,50.00,142,85,40.00,113,16,97
imeyer,Ian Meyer,10,8,5,3,5,62,88.57,4,8,0,0,5,0,0,0,0,0,0,,123,101,35.64,154,14,140
arosentha,Aaron Rosenthal,2,5,2,3,4,12,85.71,1,1,0,0,0,0,0,237,94,143,0,,38,26,50.00,26,2,24
bcanoniza,Brandon Canonizado,4,4,1,3,4,3,100.00,0,0,0,1,1,0,33,0,0,0,0,,45,27,44.44,57,2,55
cfarina,Chris Farina,26,17,7,10,4,122,84.72,15,19,0,3,9,0,2,0,0,0,0,,349,319,39.81,400,39,361
gtaylor,Gabe Taylor,12,6,3,3,4,43,91.49,2,4,0,0,2,0,0,0,0,0,0,,108,64,37.50,138,7,131
